assignment_id,partner_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,pricing_tier,contract_status
A000178,P000178,SCALE,SCALE,2018-06-18,,2020-06-17,44.74,0.0415,1999.0,0,,Not Required,,SCALE,Review Overdue
A000179,P000179,GROWTH,GROWTH,2025-02-10,,2027-02-10,69.6,0.0555,499.0,0,,Not Required,,GROWTH,Active
A000180,P000180,HIGH_RISK,HIGH_RISK,2025-07-01,,2027-07-01,114.34,0.0978,2999.0,0,,Not Required,,HIGH_RISK,Active
A000181,P000181,GROWTH,GROWTH,2023-03-02,,2025-03-01,73.36,0.0581,499.0,0,,Not Required,,GROWTH,Review Overdue
A000182,P000182,HIGH_RISK,HIGH_RISK,2023-08-05,,2025-08-04,106.34,0.0962,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000183,P000183,PLATFORM_ISV,PLATFORM_ISV,2022-10-22,,2024-10-21,55.52,0.0541,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000184,P000184,LAUNCH,LAUNCH,2024-06-30,,2026-06-30,68.33,0.0831,99.0,1,Legacy plan extension,Approved,Revenue Management,LAUNCH,Review Due Soon
A000185,P000185,PLATFORM_ISV,PLATFORM_ISV,2021-09-28,,2023-09-28,58.36,0.0501,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000186,P000186,HIGH_RISK,HIGH_RISK,2025-01-15,,2027-01-15,120.73,0.1008,2999.0,0,,Not Required,,HIGH_RISK,Active
A000187,P000187,PLATFORM_ISV,PLATFORM_ISV,2023-08-01,,2024-07-31,55.88,0.0524,999.0,1,High-risk waiver,Pending,Product Director,PLATFORM_ISV,Review Overdue
A000188,P000188,LAUNCH,LAUNCH,2024-03-19,,2026-03-19,94.68,0.0866,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000189,P000189,PLATFORM_ISV,PLATFORM_ISV,2023-08-26,,2025-08-25,60.84,0.0472,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000190,P000190,GROWTH,GROWTH,2025-02-09,,2027-02-09,74.29,0.0594,499.0,0,,Not Required,,GROWTH,Active
A000191,P000191,GROWTH,GROWTH,2025-03-10,,2027-03-10,69.75,0.0601,499.0,0,,Not Required,,GROWTH,Active
A000192,P000192,HIGH_RISK,HIGH_RISK,2024-07-08,,2026-07-08,106.91,0.104,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000193,P000193,GROWTH,GROWTH,2025-01-04,,2027-01-04,73.56,0.065,499.0,0,,Not Required,,GROWTH,Active
A000194,P000194,LAUNCH,LAUNCH,2018-01-10,,2020-01-10,89.32,0.0787,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000195,P000195,STRATEGIC,STRATEGIC,2023-07-31,,2025-07-30,28.76,0.0227,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000196,P000196,HIGH_RISK,HIGH_RISK,2024-04-22,,2026-04-22,102.32,0.0989,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000197,P000197,PLATFORM_ISV,PLATFORM_ISV,2023-12-17,,2025-12-16,49.25,0.0537,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000198,P000198,LAUNCH,LAUNCH,2025-03-17,,2027-03-17,90.66,0.0862,99.0,0,,Not Required,,LAUNCH,Active
A000199,P000199,LAUNCH,LAUNCH,2021-05-06,,2023-05-06,87.37,0.0845,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000200,P000200,LAUNCH,LAUNCH,2025-07-13,,2027-07-13,86.38,0.079,99.0,0,,Not Required,,LAUNCH,Active
A000201,P000201,SCALE,SCALE,2024-12-02,,2026-12-02,47.04,0.0389,1999.0,0,,Not Required,,SCALE,Active
A000202,P000202,GROWTH,GROWTH,2022-02-17,,2024-02-17,67.7,0.0512,499.0,0,,Not Required,,GROWTH,Review Overdue
A000203,P000203,LAUNCH,LAUNCH,2023-07-08,,2025-07-07,91.33,0.0817,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000204,P000204,HIGH_RISK,HIGH_RISK,2022-09-03,,2024-09-02,111.45,0.095,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000205,P000205,GROWTH,GROWTH,2025-07-19,,2026-07-19,66.45,0.0573,499.0,1,High-risk waiver,Approved,Revenue Management,GROWTH,Review Due Soon
A000206,P000206,SCALE,SCALE,2024-08-26,,2026-08-26,43.26,0.0396,1999.0,0,,Not Required,,SCALE,Review Due Soon
A000207,P000207,LAUNCH,LAUNCH,2018-04-22,,2020-04-21,86.63,0.0778,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000208,P000208,GROWTH,STRATEGIC,2023-09-25,,2024-09-24,60.96,0.0587,499.0,1,Legacy plan extension,Expired,Pricing Governance,GROWTH,Expired
A000209,P000209,GROWTH,GROWTH,2024-01-21,,2026-01-20,80.44,0.0568,499.0,0,,Not Required,,GROWTH,Review Overdue
A000210,P000210,STRATEGIC,STRATEGIC,2018-08-08,,2020-08-07,26.33,0.0247,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000211,P000211,LAUNCH,LAUNCH,2024-11-05,,2026-11-05,92.41,0.0826,99.0,0,,Not Required,,LAUNCH,Active
A000212,P000212,GROWTH,GROWTH,2025-07-31,,2027-07-31,73.86,0.0655,499.0,0,,Not Required,,GROWTH,Active
A000213,P000213,LAUNCH,LAUNCH,2018-11-27,,2020-11-26,90.69,0.0778,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000214,P000214,HIGH_RISK,HIGH_RISK,2023-07-24,,2025-07-23,106.75,0.1061,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000215,P000215,LAUNCH,LAUNCH,2025-03-03,,2027-03-03,90.92,0.0729,99.0,0,,Not Required,,LAUNCH,Active
A000216,P000216,PLATFORM_ISV,PLATFORM_ISV,2024-04-17,,2026-04-17,56.39,0.0507,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000217,P000217,LAUNCH,LAUNCH,2023-12-20,,2025-12-19,88.57,0.0796,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000218,P000218,GROWTH,GROWTH,2021-08-08,,2023-08-08,67.52,0.056,499.0,0,,Not Required,,GROWTH,Review Overdue
A000219,P000219,GROWTH,GROWTH,2025-04-12,,2027-04-12,69.07,0.0559,499.0,0,,Not Required,,GROWTH,Active
A000220,P000220,LEGACY_ENTERPRISE,PLATFORM_ISV,2020-12-13,,2021-12-13,10.4,0.0301,0.0,1,Discounted bps,Approved,Revenue Management,LEGACY_ENTERPRISE,Review Overdue
A000221,P000221,PROMO_GROWTH,SCALE,2025-01-17,,2025-07-16,43.33,0.0324,0.0,1,Waived monthly minimum,Approved,Pricing Governance,PROMO_GROWTH,Review Overdue
A000222,P000222,PLATFORM_ISV,PLATFORM_ISV,2024-04-28,,2026-04-28,57.75,0.0553,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000223,P000223,STRATEGIC,STRATEGIC,2024-05-19,,2026-05-19,26.81,0.0317,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000224,P000224,SCALE,SCALE,2023-07-29,,2024-07-28,30.38,0.0353,1999.0,1,Legacy plan extension,Approved,Pricing Governance,SCALE,Review Overdue
A000225,P000225,HIGH_RISK,HIGH_RISK,2024-11-22,,2025-11-22,98.77,0.0915,2999.0,1,Discounted bps,Approved,Product Director,HIGH_RISK,Review Overdue
A000226,P000226,GROWTH,GROWTH,2023-08-08,,2025-08-07,74.85,0.0653,499.0,0,,Not Required,,GROWTH,Review Overdue
A000227,P000227,GROWTH,GROWTH,2024-01-20,,2026-01-19,65.87,0.0645,499.0,0,,Not Required,,GROWTH,Review Overdue
A000228,P000228,HIGH_RISK,HIGH_RISK,2024-05-25,,2026-05-25,107.48,0.099,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000229,P000229,GROWTH,GROWTH,2024-07-28,,2026-07-28,70.24,0.0602,499.0,0,,Not Required,,GROWTH,Review Due Soon
A000230,P000230,SCALE,SCALE,2023-08-21,,2025-08-20,39.73,0.0399,1999.0,0,,Not Required,,SCALE,Review Overdue
A000231,P000231,HIGH_RISK,HIGH_RISK,2024-04-10,,2026-04-10,108.42,0.0937,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000232,P000232,GROWTH,GROWTH,2023-09-28,,2025-09-27,73.28,0.0629,499.0,0,,Not Required,,GROWTH,Review Overdue
A000233,P000233,GROWTH,GROWTH,2024-04-01,,2026-04-01,67.07,0.0616,499.0,0,,Not Required,,GROWTH,Review Overdue
A000234,P000234,LEGACY_ENTERPRISE,HIGH_RISK,2020-12-23,,2021-06-21,14.81,0.0384,0.0,1,Volume threshold waiver,Approved,Pricing Governance,LEGACY_ENTERPRISE,Review Overdue
A000235,P000235,PLATFORM_ISV,PLATFORM_ISV,2023-06-11,,2025-06-10,53.9,0.054,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000236,P000236,STRATEGIC,STRATEGIC,2023-09-16,,2025-09-15,18.87,0.0267,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000237,P000237,LAUNCH,LAUNCH,2023-02-18,,2025-02-17,86.84,0.0773,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000238,P000238,HIGH_RISK,HIGH_RISK,2023-12-31,,2025-12-30,113.96,0.0989,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000239,P000239,HIGH_RISK,HIGH_RISK,2025-01-08,,2027-01-08,108.95,0.0908,2999.0,0,,Not Required,,HIGH_RISK,Active
A000240,P000240,HIGH_RISK,HIGH_RISK,2023-09-14,,2025-09-13,112.86,0.1012,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000241,P000241,PLATFORM_ISV,PLATFORM_ISV,2023-07-03,,2025-07-02,57.18,0.0462,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000242,P000242,SCALE,HIGH_RISK,2025-06-12,,2026-06-12,63.04,0.0384,1999.0,1,High-risk waiver,Approved,Product Director,SCALE,Review Overdue
A000243,P000243,GROWTH,STRATEGIC,2018-10-11,,2019-10-11,67.91,0.0613,499.0,1,High-risk waiver,Rejected,Revenue Management,GROWTH,Review Overdue
A000244,P000244,HIGH_RISK,HIGH_RISK,2023-03-22,,2025-03-21,100.4,0.1024,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000245,P000245,PLATFORM_ISV,PLATFORM_ISV,2023-03-14,,2025-03-13,58.61,0.0484,0.0,1,Waived monthly minimum,Approved,Risk Review,PLATFORM_ISV,Review Overdue
A000246,P000246,HIGH_RISK,HIGH_RISK,2024-11-12,,2026-11-12,109.03,0.0982,2999.0,0,,Not Required,,HIGH_RISK,Active
A000247,P000247,LEGACY_STANDARD,GROWTH,2018-07-01,,2020-06-30,48.35,0.058,0.0,1,Volume threshold waiver,Approved,Risk Review,LEGACY_STANDARD,Review Overdue
A000248,P000248,HIGH_RISK,HIGH_RISK,2024-11-16,,2026-11-16,111.12,0.0989,2999.0,0,,Not Required,,HIGH_RISK,Active
A000249,P000249,PLATFORM_ISV,PLATFORM_ISV,2018-08-08,,2020-08-07,53.32,0.0503,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000250,P000250,PLATFORM_ISV,PLATFORM_ISV,2022-12-25,,2024-12-24,63.34,0.0465,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000251,P000251,LAUNCH,LAUNCH,2023-08-09,,2025-08-08,90.81,0.0781,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000252,P000252,HIGH_RISK,HIGH_RISK,2025-08-28,,2027-08-28,109.13,0.1022,2999.0,0,,Not Required,,HIGH_RISK,Active
A000253,P000253,SCALE,SCALE,2019-05-16,,2021-05-15,44.96,0.0387,1999.0,0,,Not Required,,SCALE,Review Overdue
A000254,P000254,STRATEGIC,STRATEGIC,2018-02-03,,2020-02-03,30.12,0.0247,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000255,P000255,SCALE,LAUNCH,2024-06-06,,2025-06-06,42.31,0.0425,1999.0,1,High-risk waiver,Approved,Pricing Governance,SCALE,Review Overdue
A000256,P000256,LAUNCH,LAUNCH,2024-07-22,,2026-07-22,96.16,0.077,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000257,P000257,LAUNCH,LAUNCH,2024-07-23,,2026-07-23,88.59,0.0828,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000258,P000258,SCALE,LAUNCH,2025-05-25,,2026-05-25,42.09,0.0394,1999.0,1,High-risk waiver,Approved,Product Director,SCALE,Review Overdue
A000259,P000259,PLATFORM_ISV,PLATFORM_ISV,2024-08-28,,2026-08-28,53.71,0.0537,999.0,0,,Not Required,,PLATFORM_ISV,Review Due Soon
A000260,P000260,SCALE,SCALE,2024-12-05,,2026-12-05,46.9,0.0432,1999.0,0,,Not Required,,SCALE,Active
A000261,P000261,PLATFORM_ISV,PLATFORM_ISV,2023-04-04,,2025-04-03,52.14,0.0536,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000262,P000262,HIGH_RISK,HIGH_RISK,2025-05-25,,2027-05-25,108.98,0.1057,2999.0,0,,Not Required,,HIGH_RISK,Active
A000263,P000263,PLATFORM_ISV,PLATFORM_ISV,2018-06-06,,2020-06-05,58.41,0.0548,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000264,P000264,PROMO_GROWTH,GROWTH,2024-11-06,,2025-05-05,42.19,0.0414,299.0,1,High-risk waiver,Approved,Pricing Governance,PROMO_GROWTH,Review Overdue
A000265,P000265,SCALE,SCALE,2023-07-21,,2024-07-20,51.72,0.024,0.0,1,Waived monthly minimum,Approved,Revenue Management,SCALE,Review Overdue
A000266,P000266,LAUNCH,LAUNCH,2023-06-20,,2025-06-19,95.91,0.0762,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000267,P000267,LEGACY_STANDARD,GROWTH,2019-06-25,,2020-06-24,61.76,0.0509,0.0,1,High-risk waiver,Expired,Pricing Governance,LEGACY_STANDARD,Expired
A000268,P000268,HIGH_RISK,HIGH_RISK,2023-08-23,,2025-08-22,108.75,0.0973,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000269,P000269,LAUNCH,LAUNCH,2025-03-06,,2027-03-06,84.31,0.0862,99.0,0,,Not Required,,LAUNCH,Active
A000270,P000270,GROWTH,GROWTH,2025-04-04,,2027-04-04,69.89,0.0622,499.0,0,,Not Required,,GROWTH,Active
A000271,P000271,GROWTH,GROWTH,2022-04-01,,2024-03-31,72.73,0.0569,499.0,0,,Not Required,,GROWTH,Review Overdue
A000272,P000272,SCALE,SCALE,2021-10-29,,2023-10-29,43.08,0.0438,1999.0,0,,Not Required,,SCALE,Review Overdue
A000273,P000273,PLATFORM_ISV,PLATFORM_ISV,2025-04-21,,2027-04-21,50.89,0.0487,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000274,P000274,HIGH_RISK,HIGH_RISK,2022-07-25,,2024-07-24,114.35,0.0984,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000275,P000275,HIGH_RISK,HIGH_RISK,2024-04-01,,2026-04-01,112.89,0.0996,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000276,P000276,GROWTH,GROWTH,2024-01-25,,2026-01-24,76.74,0.0607,499.0,0,,Not Required,,GROWTH,Review Overdue
A000277,P000277,SCALE,SCALE,2023-06-11,,2024-06-10,31.3,0.0446,1999.0,1,Legacy plan extension,Rejected,Pricing Governance,SCALE,Review Overdue
A000278,P000278,LAUNCH,LAUNCH,2025-05-24,,2027-05-24,90.01,0.0845,99.0,0,,Not Required,,LAUNCH,Active
A000279,P000279,HIGH_RISK,HIGH_RISK,2023-05-09,,2025-05-08,110.86,0.1011,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000280,P000280,STRATEGIC,STRATEGIC,2023-04-03,,2025-04-02,31.18,0.029,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000281,P000281,PLATFORM_ISV,PLATFORM_ISV,2023-04-21,,2025-04-20,48.78,0.0511,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000282,P000282,STRATEGIC,STRATEGIC,2023-03-05,,2025-03-04,24.56,0.0272,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000283,P000283,PLATFORM_ISV,SCALE,2024-04-29,,2024-10-26,60.46,0.0397,0.0,1,Waived monthly minimum,Approved,Product Director,PLATFORM_ISV,Review Overdue
A000284,P000284,GROWTH,GROWTH,2024-11-16,,2026-11-16,78.98,0.057,499.0,0,,Not Required,,GROWTH,Active
A000285,P000285,PLATFORM_ISV,PLATFORM_ISV,2023-11-07,,2025-11-06,57.13,0.0436,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000286,P000286,HIGH_RISK,HIGH_RISK,2024-01-07,,2026-01-06,108.52,0.1014,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000287,P000287,LAUNCH,LAUNCH,2023-08-02,,2025-08-01,85.32,0.0784,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000288,P000288,GROWTH,GROWTH,2025-08-18,,2026-02-14,46.87,0.0604,499.0,1,Volume threshold waiver,Approved,Pricing Governance,GROWTH,Review Overdue
A000289,P000289,STRATEGIC,STRATEGIC,2018-04-07,,2020-04-06,27.56,0.0247,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000290,P000290,GROWTH,GROWTH,2025-02-12,,2027-02-12,73.18,0.0577,499.0,0,,Not Required,,GROWTH,Active
A000291,P000291,LAUNCH,LAUNCH,2024-01-23,,2026-01-22,97.42,0.0811,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000292,P000292,LAUNCH,LAUNCH,2025-01-21,,2027-01-21,85.39,0.0763,99.0,0,,Not Required,,LAUNCH,Active
A000293,P000293,STRATEGIC,STRATEGIC,2018-04-15,,2020-04-14,31.63,0.0241,4999.0,0,,Not Required,,STRATEGIC,Review Overdue
A000294,P000294,GROWTH,GROWTH,2023-03-08,,2025-03-07,63.68,0.0523,499.0,0,,Not Required,,GROWTH,Review Overdue
A000295,P000295,GROWTH,GROWTH,2024-09-26,,2026-09-26,75.15,0.0609,499.0,0,,Not Required,,GROWTH,Review Due Soon
A000296,P000296,HIGH_RISK,HIGH_RISK,2025-08-29,,2027-08-29,110.6,0.105,2999.0,0,,Not Required,,HIGH_RISK,Active
A000297,P000297,PROMO_GROWTH,STRATEGIC,2024-09-13,,2025-03-12,43.54,0.0348,299.0,1,High-risk waiver,Approved,Revenue Management,PROMO_GROWTH,Review Overdue
A000298,P000298,PLATFORM_ISV,PLATFORM_ISV,2023-04-10,,2025-04-09,54.89,0.0515,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000299,P000299,PLATFORM_ISV,PLATFORM_ISV,2024-10-15,,2026-10-15,53.54,0.0506,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000300,P000300,LAUNCH,LAUNCH,2024-11-05,,2026-11-05,88.6,0.0882,99.0,0,,Not Required,,LAUNCH,Active
A000301,P000301,GROWTH,GROWTH,2025-02-11,,2027-02-11,70.62,0.0553,499.0,0,,Not Required,,GROWTH,Active
A000302,P000302,GROWTH,GROWTH,2024-05-18,,2026-05-18,66.24,0.0625,499.0,0,,Not Required,,GROWTH,Review Overdue
A000303,P000303,LAUNCH,LAUNCH,2023-05-31,,2025-05-30,92.76,0.0768,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000304,P000304,GROWTH,GROWTH,2023-12-27,,2025-12-26,74.68,0.0596,499.0,0,,Not Required,,GROWTH,Review Overdue
A000305,P000305,GROWTH,GROWTH,2024-07-01,,2026-07-01,73.9,0.0638,499.0,0,,Not Required,,GROWTH,Review Due Soon
A000306,P000306,GROWTH,GROWTH,2023-03-01,,2025-02-28,74.83,0.0614,499.0,0,,Not Required,,GROWTH,Review Overdue
A000307,P000307,GROWTH,GROWTH,2020-11-11,,2022-11-11,73.48,0.0624,499.0,0,,Not Required,,GROWTH,Review Overdue
A000308,P000308,LAUNCH,LAUNCH,2025-05-03,,2027-05-03,91.69,0.0767,99.0,0,,Not Required,,LAUNCH,Active
A000309,P000309,PLATFORM_ISV,PLATFORM_ISV,2020-01-31,,2022-01-30,56.87,0.0483,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000310,P000310,HIGH_RISK,HIGH_RISK,2024-11-04,,2025-11-04,108.45,0.1063,2999.0,1,High-risk waiver,Approved,Product Director,HIGH_RISK,Review Overdue
A000311,P000311,LAUNCH,LAUNCH,2023-04-27,,2025-04-26,87.53,0.0809,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000312,P000312,STRATEGIC,STRATEGIC,2025-01-11,,2027-01-11,31.52,0.021,4999.0,0,,Not Required,,STRATEGIC,Active
A000313,P000313,LAUNCH,LAUNCH,2023-04-06,,2025-04-05,91.13,0.0821,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000314,P000314,HIGH_RISK,HIGH_RISK,2025-06-07,,2027-06-07,109.97,0.0973,2999.0,0,,Not Required,,HIGH_RISK,Active
A000315,P000315,GROWTH,GROWTH,2022-12-02,,2024-12-01,74.9,0.0607,499.0,0,,Not Required,,GROWTH,Review Overdue
A000316,P000316,HIGH_RISK,HIGH_RISK,2025-06-22,,2026-06-22,86.92,0.0889,2999.0,1,Discounted bps,Pending,Product Director,HIGH_RISK,Review Overdue
A000317,P000317,HIGH_RISK,HIGH_RISK,2025-07-18,,2026-01-14,109.84,0.0974,0.0,1,Waived monthly minimum,Approved,,HIGH_RISK,Review Overdue
A000318,P000318,GROWTH,GROWTH,2023-02-24,,2025-02-23,72.2,0.0651,499.0,0,,Not Required,,GROWTH,Review Overdue
A000319,P000319,STRATEGIC,SCALE,2024-12-12,,2026-12-12,26.22,0.0198,0.0,1,Waived monthly minimum,Approved,Product Director,STRATEGIC,Active
A000320,P000320,GROWTH,GROWTH,2023-12-08,,2024-06-05,51.09,0.0598,499.0,1,Discounted bps,Approved,Risk Review,GROWTH,Review Overdue
A000321,P000321,HIGH_RISK,HIGH_RISK,2023-07-20,,2025-07-19,111.58,0.0994,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000322,P000322,GROWTH,GROWTH,2025-05-27,,2027-05-27,72.66,0.0594,499.0,0,,Not Required,,GROWTH,Active
A000323,P000323,LEGACY_ENTERPRISE,LAUNCH,2018-11-27,,2019-05-26,36.72,0.0448,0.0,1,High-risk waiver,Approved,,LEGACY_ENTERPRISE,Review Overdue
A000324,P000324,GROWTH,GROWTH,2025-06-24,,2027-06-24,73.85,0.0614,499.0,0,,Not Required,,GROWTH,Active
A000325,P000325,PLATFORM_ISV,PLATFORM_ISV,2024-01-18,,2026-01-17,51.22,0.0492,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000326,P000326,GROWTH,GROWTH,2023-04-03,,2025-04-02,70.42,0.0584,499.0,0,,Not Required,,GROWTH,Review Overdue
A000327,P000327,PLATFORM_ISV,PLATFORM_ISV,2025-06-09,,2027-06-09,50.41,0.05,999.0,0,,Not Required,,PLATFORM_ISV,Active
A000328,P000328,GROWTH,GROWTH,2023-04-19,,2025-04-18,47.1,0.0596,499.0,1,Legacy plan extension,Expired,Pricing Governance,GROWTH,Expired
A000329,P000329,LAUNCH,LAUNCH,2023-07-21,,2025-07-20,96.78,0.0851,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000330,P000330,PLATFORM_ISV,PLATFORM_ISV,2020-10-28,,2022-10-28,48.41,0.0475,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000331,P000331,SCALE,SCALE,2024-05-12,,2026-05-12,51.67,0.0439,1999.0,0,,Not Required,,SCALE,Review Overdue
A000332,P000332,LAUNCH,LAUNCH,2025-04-07,,2027-04-07,89.29,0.0867,99.0,0,,Not Required,,LAUNCH,Active
A000333,P000333,SCALE,SCALE,2025-03-25,,2027-03-25,47.02,0.0354,1999.0,0,,Not Required,,SCALE,Active
A000334,P000334,HIGH_RISK,HIGH_RISK,2024-01-06,,2026-01-05,100.9,0.0984,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000335,P000335,HIGH_RISK,HIGH_RISK,2023-04-03,,2025-04-02,111.68,0.0922,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000336,P000336,GROWTH,GROWTH,2024-07-18,,2026-07-18,70.93,0.0598,499.0,0,,Not Required,,GROWTH,Review Due Soon
A000337,P000337,GROWTH,GROWTH,2023-08-06,,2025-08-05,66.82,0.0611,499.0,0,,Not Required,,GROWTH,Review Overdue
A000338,P000338,GROWTH,GROWTH,2024-03-11,,2026-03-11,73.29,0.0582,499.0,0,,Not Required,,GROWTH,Review Overdue
A000339,P000339,HIGH_RISK,HIGH_RISK,2020-08-15,,2022-08-15,108.51,0.0952,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000340,P000340,STRATEGIC,STRATEGIC,2025-05-02,,2027-05-02,29.21,0.0332,4999.0,0,,Not Required,,STRATEGIC,Active
A000341,P000341,HIGH_RISK,HIGH_RISK,2023-03-15,,2025-03-14,115.04,0.1011,2999.0,0,,Not Required,,HIGH_RISK,Review Overdue
A000342,P000342,GROWTH,GROWTH,2023-08-19,,2025-08-18,69.85,0.0612,499.0,0,,Not Required,,GROWTH,Review Overdue
A000343,P000343,LAUNCH,LAUNCH,2024-09-02,,2026-09-02,98.91,0.0842,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000344,P000344,LAUNCH,LAUNCH,2023-03-29,,2025-03-28,89.24,0.0829,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000345,P000345,HIGH_RISK,HIGH_RISK,2024-09-26,,2026-09-26,118.6,0.1025,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000346,P000346,PLATFORM_ISV,PLATFORM_ISV,2024-06-11,,2026-06-11,57.81,0.0491,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000347,P000347,LAUNCH,LAUNCH,2023-10-11,,2025-10-10,87.14,0.0755,99.0,0,,Not Required,,LAUNCH,Review Overdue
A000348,P000348,HIGH_RISK,HIGH_RISK,2024-08-25,,2026-08-25,104.44,0.1024,2999.0,0,,Not Required,,HIGH_RISK,Review Due Soon
A000349,P000349,PLATFORM_ISV,PLATFORM_ISV,2023-02-09,,2025-02-08,52.63,0.0569,999.0,0,,Not Required,,PLATFORM_ISV,Review Overdue
A000350,P000350,GROWTH,GROWTH,2024-04-25,,2026-04-25,66.05,0.0609,499.0,0,,Not Required,,GROWTH,Review Overdue
A000351,P000351,LAUNCH,LAUNCH,2024-10-24,,2026-10-24,90.27,0.0746,99.0,0,,Not Required,,LAUNCH,Active
A000352,P000352,LAUNCH,LAUNCH,2024-09-26,,2026-09-26,91.34,0.0812,99.0,0,,Not Required,,LAUNCH,Review Due Soon
A000353,P000353,PLATFORM_ISV,PLATFORM_ISV,2023-05-08,,2024-05-07,40.34,0.0541,999.0,1,Legacy plan extension,Approved,Pricing Governance,PLATFORM_ISV,Review Overdue
A000354,P000354,PLATFORM_ISV,PLATFORM_ISV,2024-10-12,,2026-10-12,52.08,0.0481,0.0,1,Waived monthly minimum,Approved,Pricing Governance,PLATFORM_ISV,Active
A000355,P000355,GROWTH,GROWTH,2023-10-05,,2025-10-04,66.75,0.0629,499.0,0,,Not Required,,GROWTH,Review Overdue
A000356,P000356,GROWTH,GROWTH,2024-06-19,,2026-06-19,73.47,0.0606,499.0,0,,Not Required,,GROWTH,Review Overdue
