partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,assignment_id,pricing_plan_id,recommended_pricing_plan_id,effective_date,expiration_date,review_due_date,negotiated_bps,negotiated_per_txn_fee_usd,monthly_minimum_fee_usd,exception_flag,exception_type,approval_status,approved_by_role,month,txn_count,payment_volume_usd,avg_ticket_usd,txn_growth_pct,volume_growth_pct,chargeback_rate,auth_approval_rate,active_merchants,refunds_usd,net_revenue_usd,gross_margin_usd,gross_margin_rate,as_of_month,partner_segment,segment_reason
P000001,NorthStar Commerce 0001,Technology Platform,Travel,SMB,Suspended,US,NY,New York,Northeast,API,Direct,High,Approved,Level 3,2019-06-15,Northeast,1,A000001,HIGH_RISK,HIGH_RISK,2023-04-12,,2025-04-11,106.63,0.102,2999.0,0,None,Not Required,None,2025-12-01,126,13089.63,103.11,18.87,13.9,0.0171,0.85482,6,202.09,3151.43,757.29,0.2403,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=13090; txn_growth=18.87; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000048,Evergreen Market 0048,Merchant Acquirer,Travel,Strategic,Active,US,IL,Springfield,Midwest,Batch File,Referral,Medium,Approved,Level 2,2017-04-28,Midwest,1,A000048,HIGH_RISK,HIGH_RISK,2023-04-01,,2025-03-31,112.82,0.1025,2999.0,0,None,Not Required,None,2025-12-01,33260,9496570.68,285.52,-3.91,3.85,0.01018,0.90757,96,84864.55,113548.46,45408.03,0.3999,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=9496571; txn_growth=-3.91; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000049,Cedar Gateway 0049,ISV,Hospitality,SMB,Active,US,IL,Peoria,Midwest,SDK,Direct,Medium,Approved,Level 3,2025-01-28,Midwest,1,A000049,PLATFORM_ISV,PLATFORM_ISV,2025-03-31,,2027-03-31,59.43,0.0456,999.0,0,None,Not Required,None,2025-12-01,4358,331534.04,76.07,17.62,22.82,0.00485,0.88762,7,6559.87,3168.03,1545.05,0.4877,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=331534; txn_growth=17.62; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000050,Riverbend Merchant Services 0050,Marketplace,SaaS,Mid-Market,Active,US,CA,San Diego,West,SFTP,Direct,Medium,Approved,Level 3,2023-07-11,West,1,A000050,GROWTH,GROWTH,2024-10-06,,2026-10-06,64.67,0.0589,499.0,0,None,Not Required,None,2025-12-01,20387,1638374.7,80.36,10.76,8.27,0.00916,0.91713,15,14182.63,12295.16,5692.66,0.463,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=1638375; txn_growth=10.76; assigned_plan=GROWTH; recommended_plan=GROWTH
P000051,Harbor Market 0051,Merchant Acquirer,Government,SMB,Active,US,MI,Grand Rapids,Midwest,API,Alliance,Medium,Approved,Level 4,2018-05-05,Midwest,1,A000051,GROWTH,GROWTH,2018-07-22,,2019-07-22,66.5,0.0572,499.0,1,High-risk waiver,Approved,Revenue Management,2025-12-01,3068,689563.59,224.7,-3.0,2.63,0.00389,0.8669,7,14921.2,5260.09,2664.76,0.5066,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=689564; txn_growth=-3.0; assigned_plan=GROWTH; recommended_plan=GROWTH
P000052,Riverbend Gateway 0052,ISV,Gaming,SMB,Active,US,OH,Cleveland,Midwest,SDK,Direct,High,Pending Review,Level 1,2021-01-18,Midwest,1,A000052,PROMO_GROWTH,HIGH_RISK,2025-05-06,,2025-11-02,38.7,0.0412,299.0,1,Discounted bps,Expired,Pricing Governance,2025-12-01,11465,335500.68,29.26,11.91,4.62,0.02015,0.79582,9,4858.03,2069.75,358.69,0.1733,2025-12-01,Risk Review,Status=Active; risk=High; volume=335501; txn_growth=11.91; assigned_plan=PROMO_GROWTH; recommended_plan=HIGH_RISK
P000053,NorthStar Connect 0053,Technology Platform,Retail,SMB,Active,US,TN,Knoxville,South,API,Referral,Low,Expired,Level 2,2020-03-10,South,1,A000053,PLATFORM_ISV,PLATFORM_ISV,2024-10-27,,2026-10-27,56.88,0.0472,999.0,0,None,Not Required,None,2025-12-01,7750,544228.65,70.22,10.34,20.55,0.00592,0.95336,2,13237.45,4460.37,2511.19,0.563,2025-12-01,Core Partner,Status=Active; risk=Low; volume=544229; txn_growth=10.34; assigned_plan=PLATFORM_ISV; recommended_plan=PLATFORM_ISV
P000054,BluePeak PayTech 0054,Bank Sponsor,Travel,Enterprise,Active,US,NV,Las Vegas,West,Batch File,Alliance,Low,Approved,Level 4,2018-09-04,West,1,A000054,HIGH_RISK,HIGH_RISK,2024-11-05,,2026-11-05,112.09,0.0971,2999.0,0,None,Not Required,None,2025-12-01,123277,30480796.31,247.25,25.13,20.95,0.00709,0.92462,63,758501.85,356628.44,216544.79,0.6072,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=30480796; txn_growth=25.13; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000055,Sunrise Processing 0055,Bank Sponsor,Retail,Enterprise,Active,US,GA,Atlanta,South,Hosted Checkout,Alliance,Medium,Approved,Level 4,2020-05-02,South,1,A000055,SCALE,SCALE,2024-02-08,,2026-02-07,45.0,0.0357,1999.0,0,None,Not Required,None,2025-12-01,38046,4541634.63,119.37,21.91,30.23,0.00834,0.90348,25,101970.04,23794.6,10724.23,0.4507,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=4541635; txn_growth=21.91; assigned_plan=SCALE; recommended_plan=SCALE
P000056,Cedar PayTech 0056,ISO/Reseller,Retail,Strategic,Active,US,UT,Provo,West,API,Direct,Low,Approved,Level 1,2019-09-10,West,1,A000056,STRATEGIC,STRATEGIC,2023-10-09,,2025-10-08,21.57,0.0214,4999.0,0,None,Not Required,None,2025-12-01,341184,20818217.98,61.02,26.22,8.41,0.00974,0.93799,159,217147.06,57205.23,29506.46,0.5158,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=20818218; txn_growth=26.22; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000057,Cedar Merchant Services 0057,Merchant Acquirer,SaaS,Mid-Market,Active,US,CA,Los Angeles,West,SDK,Partner-sourced,Low,Approved,Level 3,2019-08-15,West,1,A000057,GROWTH,GROWTH,2020-06-21,,2022-06-21,72.31,0.0528,499.0,0,None,Not Required,None,2025-12-01,15236,1605540.68,105.38,7.95,4.38,0.00071,0.90741,10,31853.14,12913.13,7492.2,0.5802,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1605541; txn_growth=7.95; assigned_plan=GROWTH; recommended_plan=GROWTH
P000058,Cedar Payments 0058,Marketplace,Utilities,Mid-Market,Suspended,US,CA,Sacramento,West,SDK,Alliance,Low,Approved,Level 3,2018-11-11,West,1,A000058,LAUNCH,LAUNCH,2023-07-03,,2025-07-02,93.97,0.0775,99.0,0,None,Not Required,None,2025-12-01,726,102620.2,141.27,9.67,5.67,0.00379,0.95674,9,1868.77,1119.59,591.03,0.5279,2025-12-01,Inactive / Monitor,Status=Suspended; risk=Low; volume=102620; txn_growth=9.67; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000059,Sunrise Commerce 0059,Gateway,Education,Mid-Market,Active,US,AZ,Tempe,West,Hosted Checkout,Direct,Low,Approved,Level 2,2023-09-16,West,1,A000059,GROWTH,GROWTH,2024-08-23,,2026-08-23,70.05,0.0607,499.0,0,None,Not Required,None,2025-12-01,8752,1415064.38,161.67,2.05,13.15,0.00318,0.96917,5,30284.94,10942.77,5871.89,0.5366,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1415064; txn_growth=2.05; assigned_plan=GROWTH; recommended_plan=GROWTH
P000060,RedRock Connect 0060,ISO/Reseller,Retail,SMB,Active,US,TX,Houston,South,API,Alliance,Medium,Pending Review,Level 1,2017-06-14,South,1,A000060,GROWTH,GROWTH,2022-12-21,,2024-12-20,70.99,0.064,499.0,0,None,Not Required,None,2025-12-01,5357,277258.74,51.75,32.11,15.94,0.00753,0.90124,5,4967.36,2810.11,1249.37,0.4446,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=277259; txn_growth=32.11; assigned_plan=GROWTH; recommended_plan=GROWTH
P000061,Skyline Platform 0061,Marketplace,Logistics,SMB,Active,US,NY,Syracuse,Northeast,API,Direct,Medium,Approved,Level 1,2020-09-27,Northeast,1,A000061,SCALE,GROWTH,2018-07-16,,2019-07-16,30.06,0.0397,1999.0,1,Volume threshold waiver,Expired,Product Director,2025-12-01,2295,499979.42,217.81,9.76,22.11,0.00578,0.89475,6,2747.95,3593.05,1788.62,0.4978,2025-12-01,Pricing Review,Status=Active; risk=Medium; volume=499979; txn_growth=9.76; assigned_plan=SCALE; recommended_plan=GROWTH
P000062,Oakstone Financial 0062,Merchant Acquirer,SaaS,SMB,Active,US,TX,Dallas,South,Hosted Checkout,Direct,High,Pending Review,Level 3,2020-08-17,South,1,A000062,SCALE,HIGH_RISK,2024-06-09,,2024-12-06,49.63,0.0435,1999.0,1,Volume threshold waiver,Approved,None,2025-12-01,2204,162217.58,73.6,7.25,1.55,0.01615,0.87413,12,3671.53,2899.96,930.6,0.3209,2025-12-01,Risk Review,Status=Active; risk=High; volume=162218; txn_growth=7.25; assigned_plan=SCALE; recommended_plan=HIGH_RISK
P000063,BluePeak Gateway 0063,Marketplace,Fintech,Mid-Market,Active,US,MA,Boston,Northeast,Batch File,Referral,Low,Approved,Level 4,2019-12-30,Northeast,1,A000063,GROWTH,GROWTH,2023-10-27,,2025-10-26,73.61,0.0546,499.0,0,None,Not Required,None,2025-12-01,5669,456916.63,80.59,2.13,-7.34,0.00226,0.93984,28,7418.84,4171.89,2352.95,0.564,2025-12-01,Core Partner,Status=Active; risk=Low; volume=456917; txn_growth=2.13; assigned_plan=GROWTH; recommended_plan=GROWTH
P000064,NorthStar Solutions 0064,Gateway,Fintech,SMB,Active,US,NY,Rochester,Northeast,API,Direct,Medium,Approved,Level 4,2021-07-30,Northeast,1,A000064,LAUNCH,LAUNCH,2018-01-13,,2019-01-13,90.88,0.0714,0.0,1,Waived monthly minimum,Expired,Pricing Governance,2025-12-01,1122,50708.73,45.18,26.64,9.4,0.00877,0.92286,1,985.45,540.95,275.18,0.5087,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=50709; txn_growth=26.64; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000065,Maple Processing 0065,ISO/Reseller,Retail,Enterprise,Active,US,TX,Austin,South,API,Referral,Low,Approved,Level 1,2019-09-26,South,1,A000065,GROWTH,GROWTH,2024-10-22,,2026-10-22,71.36,0.0609,499.0,0,None,Not Required,None,2025-12-01,22458,1575978.27,70.17,23.6,26.79,0.00503,0.93051,18,34981.14,13112.87,6931.46,0.5286,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1575978; txn_growth=23.6; assigned_plan=GROWTH; recommended_plan=GROWTH
P000066,Copper Financial 0066,Gateway,Fintech,Enterprise,Active,US,IL,Naperville,Midwest,Hosted Checkout,Direct,Medium,Approved,Level 2,2017-01-11,Midwest,1,A000066,STRATEGIC,STRATEGIC,2024-08-25,,2026-08-25,16.0,0.0317,4999.0,1,Legacy plan extension,Approved,Risk Review,2025-12-01,354101,33704854.3,95.18,19.8,9.86,0.006,0.95172,35,595700.73,70151.77,30705.43,0.4377,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=33704854; txn_growth=19.8; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000067,Evergreen Processing 0067,ISO/Reseller,SaaS,Enterprise,Active,US,CA,Sacramento,West,SDK,Alliance,Low,Approved,Level 4,2020-08-11,West,1,A000067,STRATEGIC,STRATEGIC,2019-09-30,,2021-09-29,22.36,0.0298,4999.0,0,None,Not Required,None,2025-12-01,179417,19858099.07,110.68,16.21,11.82,0.00322,0.99333,32,99492.49,54748.34,30784.99,0.5623,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=19858099; txn_growth=16.21; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000068,Evergreen Merchant Services 0068,ISO/Reseller,Travel,Enterprise,Active,US,PA,Pittsburgh,Northeast,SDK,Partner-sourced,Low,Approved,Level 2,2024-04-24,Northeast,1,A000068,HIGH_RISK,HIGH_RISK,2024-05-30,,2026-05-30,116.8,0.1027,2999.0,0,None,Not Required,None,2025-12-01,21630,4655197.45,215.22,13.94,18.44,0.01447,0.96861,20,36012.2,59593.11,26763.27,0.4491,2025-12-01,Core Partner,Status=Active; risk=Low; volume=4655197; txn_growth=13.94; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000069,Clearwater Platform 0069,Technology Platform,Utilities,SMB,Active,US,CA,Los Angeles,West,API,Partner-sourced,Low,Pending Review,Level 1,2024-05-05,West,1,A000069,LEGACY_ENTERPRISE,PLATFORM_ISV,2021-03-28,,2022-03-28,11.91,0.0307,0.0,1,Discounted bps,Expired,Revenue Management,2025-12-01,2692,266734.42,99.05,-14.1,-1.98,0.0038,0.91982,4,4450.55,400.33,206.01,0.5146,2025-12-01,Pricing Review,Status=Active; risk=Low; volume=266734; txn_growth=-14.1; assigned_plan=LEGACY_ENTERPRISE; recommended_plan=PLATFORM_ISV
P000070,Oakstone Merchant Services 0070,Merchant Acquirer,SaaS,Mid-Market,Pilot,US,MN,Saint Paul,Midwest,Hosted Checkout,Alliance,Medium,Pending Review,Level 2,2025-01-22,Midwest,1,A000070,GROWTH,GROWTH,2024-02-08,,2026-02-07,70.48,0.0639,499.0,0,None,Not Required,None,2025-12-01,14349,1152636.88,80.32,-5.48,1.29,0.00474,0.92056,10,22568.26,9539.69,5056.99,0.5301,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=1152637; txn_growth=-5.48; assigned_plan=GROWTH; recommended_plan=GROWTH
P000071,Summit Processing 0071,ISO/Reseller,Travel,Mid-Market,Active,US,OH,Columbus,Midwest,Direct Processor,Alliance,Medium,Approved,Level 4,2018-11-13,Midwest,1,A000071,HIGH_RISK,HIGH_RISK,2024-12-04,,2026-12-04,114.46,0.1011,2999.0,0,None,Not Required,None,2025-12-01,7130,2101302.94,294.68,22.09,18.86,0.01123,0.91866,13,49166.38,27771.36,10553.12,0.38,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=2101303; txn_growth=22.09; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000072,Silverline PayTech 0072,Merchant Acquirer,Retail,SMB,Active,US,CA,Los Angeles,West,SFTP,Direct,Low,Approved,Level 4,2018-12-19,West,1,A000072,GROWTH,GROWTH,2023-09-06,,2025-09-05,66.36,0.0564,499.0,0,None,Not Required,None,2025-12-01,5946,295934.62,49.77,25.76,14.46,0.00481,0.94627,5,3196.63,2798.18,1188.95,0.4249,2025-12-01,Core Partner,Status=Active; risk=Low; volume=295935; txn_growth=25.76; assigned_plan=GROWTH; recommended_plan=GROWTH
P000073,Sunrise Financial 0073,Marketplace,Fintech,Mid-Market,Active,US,AZ,Tempe,West,Batch File,Referral,Low,Approved,Level 1,2024-08-07,West,1,A000073,LEGACY_STANDARD,GROWTH,2018-06-03,,2019-06-03,55.02,0.0597,0.0,1,Volume threshold waiver,Expired,Revenue Management,2025-12-01,10495,708676.49,67.52,18.08,16.79,0.00115,0.94582,6,10188.95,4525.69,2213.06,0.489,2025-12-01,Pricing Review,Status=Active; risk=Low; volume=708676; txn_growth=18.08; assigned_plan=LEGACY_STANDARD; recommended_plan=GROWTH
P000074,Maple Commerce 0074,Bank Sponsor,Travel,Strategic,Active,US,PA,Harrisburg,Northeast,Direct Processor,Direct,High,Approved,Level 2,2019-08-30,Northeast,1,A000074,HIGH_RISK,HIGH_RISK,2024-12-28,,2026-12-28,108.91,0.0968,2999.0,0,None,Not Required,None,2025-12-01,176279,59374745.4,336.82,16.25,32.11,0.01836,0.84608,245,358105.8,666713.16,128142.27,0.1922,2025-12-01,Risk Review,Status=Active; risk=High; volume=59374745; txn_growth=16.25; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000075,BluePeak Connect 0075,Bank Sponsor,Travel,Strategic,Active,US,CO,Colorado Springs,West,SFTP,Referral,High,Approved,Level 4,2025-05-11,West,1,A000075,HIGH_RISK,HIGH_RISK,2022-01-13,,2024-01-13,117.85,0.1036,2999.0,0,None,Not Required,None,2025-12-01,55294,16470291.87,297.87,1.04,2.96,0.01861,0.8698,53,81905.47,202829.85,47056.53,0.232,2025-12-01,Risk Review,Status=Active; risk=High; volume=16470292; txn_growth=1.04; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000076,Clearwater Merchant Services 0076,Financial Institution,Travel,Enterprise,Active,US,CO,Colorado Springs,West,SDK,Partner-sourced,Medium,Approved,Level 3,2018-02-02,West,1,A000076,HIGH_RISK,HIGH_RISK,2023-06-01,,2025-05-31,106.82,0.097,2999.0,0,None,Not Required,None,2025-12-01,174226,39605337.78,227.32,30.03,19.67,0.00928,0.90656,15,877848.62,442963.14,245357.28,0.5539,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=39605338; txn_growth=30.03; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000077,Harbor PayTech 0077,Financial Institution,Retail,SMB,Active,US,OH,Cincinnati,Midwest,Hosted Checkout,Alliance,Low,Pending Review,Level 2,2023-01-19,Midwest,1,A000077,GROWTH,GROWTH,2024-02-07,,2026-02-06,68.26,0.0573,499.0,0,None,Not Required,None,2025-12-01,13999,639663.57,45.69,22.48,29.49,0.00178,0.92876,2,12358.99,5667.49,3377.26,0.5959,2025-12-01,Core Partner,Status=Active; risk=Low; volume=639664; txn_growth=22.48; assigned_plan=GROWTH; recommended_plan=GROWTH
P000078,Oakstone Billing 0078,Gateway,Hospitality,SMB,Pilot,US,CA,Sacramento,West,SFTP,Referral,Medium,Approved,Level 1,2018-04-17,West,1,A000078,LAUNCH,LAUNCH,2025-02-25,,2027-02-25,87.18,0.0843,99.0,0,None,Not Required,None,2025-12-01,2413,215078.98,89.12,22.18,28.6,0.00196,0.8595,1,1844.01,2177.47,1161.24,0.5333,2025-12-01,Inactive / Monitor,Status=Pilot; risk=Medium; volume=215079; txn_growth=22.18; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000079,NorthStar Financial 0079,Gateway,Gaming,Strategic,Active,US,NY,Buffalo,Northeast,SDK,Direct,High,Pending Review,Level 2,2023-01-07,Northeast,1,A000079,HIGH_RISK,HIGH_RISK,2025-06-29,,2027-06-29,105.56,0.0989,2999.0,0,None,Not Required,None,2025-12-01,737673,25381971.97,34.41,2.93,-2.65,0.01762,0.86141,109,577744.63,343886.96,145361.02,0.4227,2025-12-01,Risk Review,Status=Active; risk=High; volume=25381972; txn_growth=2.93; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000080,Granite Market 0080,ISO/Reseller,Hospitality,Strategic,Active,US,CA,San Jose,West,SDK,Direct,Low,Approved,Level 1,2023-11-04,West,1,A000080,STRATEGIC,STRATEGIC,2019-08-18,,2021-08-17,19.19,0.0262,4999.0,0,None,Not Required,None,2025-12-01,268671,17507621.33,65.16,12.93,11.63,0.0034,0.97951,64,371811.08,45635.31,26377.21,0.578,2025-12-01,Strategic Growth,Status=Active; risk=Low; volume=17507621; txn_growth=12.93; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000081,Summit Gateway 0081,Gateway,Professional Services,Mid-Market,Active,US,NJ,Trenton,Northeast,Hosted Checkout,Direct,Low,Expired,Level 2,2023-01-11,Northeast,1,A000081,SCALE,SCALE,2023-12-28,,2025-12-27,43.12,0.0344,1999.0,0,None,Not Required,None,2025-12-01,9094,2088678.88,229.66,13.35,12.64,0.00511,0.96537,26,38783.42,11318.22,5998.66,0.53,2025-12-01,Core Partner,Status=Active; risk=Low; volume=2088679; txn_growth=13.35; assigned_plan=SCALE; recommended_plan=SCALE
P000082,RedRock Payments 0082,ISO/Reseller,Gaming,Enterprise,Active,US,NC,Greensboro,South,Direct Processor,Direct,High,Expired,Level 2,2024-09-28,South,1,A000082,HIGH_RISK,HIGH_RISK,2025-03-07,,2027-03-07,107.11,0.0976,2999.0,0,None,Not Required,None,2025-12-01,61569,2398531.94,38.96,-9.09,-2.74,0.01912,0.83402,92,29364.79,34698.81,9552.58,0.2753,2025-12-01,Risk Review,Status=Active; risk=High; volume=2398532; txn_growth=-9.09; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000083,Harbor Commerce 0083,Financial Institution,Retail,Mid-Market,Active,US,TX,Dallas,South,Hosted Checkout,Direct,Low,Expired,Level 1,2022-02-06,South,1,A000083,GROWTH,GROWTH,2018-05-12,,2020-05-11,70.47,0.0631,499.0,0,None,Not Required,None,2025-12-01,21986,1777555.19,80.85,23.61,17.35,0.00328,0.86359,11,15854.23,14412.75,9624.83,0.6678,2025-12-01,Core Partner,Status=Active; risk=Low; volume=1777555; txn_growth=23.61; assigned_plan=GROWTH; recommended_plan=GROWTH
P000084,Granite Gateway 0084,Bank Sponsor,Retail,SMB,Active,US,AZ,Tempe,West,SDK,Direct,High,Pending Review,Level 4,2023-07-30,West,1,A000084,HIGH_RISK,HIGH_RISK,2024-04-07,,2026-04-07,109.13,0.1002,2999.0,0,None,Not Required,None,2025-12-01,3776,302804.29,80.17,12.72,9.45,0.01576,0.87041,10,3016.67,6681.86,1014.97,0.1519,2025-12-01,Risk Review,Status=Active; risk=High; volume=302804; txn_growth=12.72; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000085,Silverline Commerce 0085,Financial Institution,Hospitality,Mid-Market,Terminated,US,TX,Houston,South,Hosted Checkout,Alliance,Low,Rejected,Level 1,2024-05-31,South,1,A000085,LAUNCH,LAUNCH,2023-12-04,,2025-12-03,91.53,0.0739,99.0,0,None,Not Required,None,2025-12-01,102,7437.14,72.46,-2.86,1.55,0.00173,0.9342,16,49.35,174.61,103.02,0.59,2025-12-01,Inactive / Monitor,Status=Terminated; risk=Low; volume=7437; txn_growth=-2.86; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000086,Cedar Processing 0086,Financial Institution,Travel,SMB,Active,US,TX,Houston,South,Hosted Checkout,Alliance,Low,Approved,Level 3,2022-01-11,South,1,A000086,HIGH_RISK,HIGH_RISK,2023-09-08,,2025-09-07,107.21,0.0999,2999.0,0,None,Not Required,None,2025-12-01,3250,734626.53,225.98,21.27,23.86,0.0093,0.92551,9,8371.37,11199.61,6494.65,0.5799,2025-12-01,Core Partner,Status=Active; risk=Low; volume=734627; txn_growth=21.27; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000087,NorthStar Payments 0087,Merchant Acquirer,Healthcare,Mid-Market,Active,US,CO,Denver,West,API,Alliance,Medium,Pending Review,Level 2,2022-05-16,West,1,A000087,GROWTH,GROWTH,2025-03-05,,2027-03-05,74.87,0.0609,499.0,0,None,Not Required,None,2025-12-01,17648,965809.45,54.73,13.42,4.58,0.00229,0.91175,15,14539.41,8804.78,3860.02,0.4384,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=965809; txn_growth=13.42; assigned_plan=GROWTH; recommended_plan=GROWTH
P000088,Brightpath Solutions 0088,ISO/Reseller,Logistics,SMB,Active,US,NC,Charlotte,South,API,Direct,Low,Approved,Level 4,2024-12-26,South,1,A000088,SCALE,LAUNCH,2023-10-08,,2024-10-07,47.07,0.043,1999.0,1,High-risk waiver,Approved,Pricing Governance,2025-12-01,651,188842.41,290.07,5.85,-4.96,0.00262,0.96355,39,2791.07,2915.87,1447.15,0.4963,2025-12-01,Pricing Review,Status=Active; risk=Low; volume=188842; txn_growth=5.85; assigned_plan=SCALE; recommended_plan=LAUNCH
P000089,Harbor Platform 0089,ISV,Fintech,Mid-Market,Active,US,NV,Henderson,West,Hosted Checkout,Alliance,Medium,Approved,Level 2,2022-01-24,West,1,A000089,SCALE,SCALE,2024-11-18,,2026-11-18,44.93,0.0467,1999.0,0,None,Not Required,None,2025-12-01,51140,3742684.1,73.18,2.85,5.07,0.01075,0.90871,8,86271.41,21203.12,9441.75,0.4453,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=3742684; txn_growth=2.85; assigned_plan=SCALE; recommended_plan=SCALE
P000090,Maple Commerce 0090,Merchant Acquirer,Gaming,SMB,Dormant,US,FL,Jacksonville,South,SFTP,Alliance,Medium,Approved,Level 1,2018-01-09,South,1,A000090,HIGH_RISK,HIGH_RISK,2024-09-26,,2026-09-26,102.46,0.0932,2999.0,0,None,Not Required,None,2025-12-01,602,11108.43,18.43,7.31,-2.65,0.01183,0.9324,8,160.42,3168.92,1359.15,0.4289,2025-12-01,Inactive / Monitor,Status=Dormant; risk=Medium; volume=11108; txn_growth=7.31; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
P000091,Ironwood Market 0091,Financial Institution,Professional Services,SMB,Active,US,CA,Los Angeles,West,SFTP,Partner-sourced,Low,Expired,Level 2,2024-06-18,West,1,A000091,LAUNCH,LAUNCH,2024-07-26,,2026-07-26,88.98,0.0859,99.0,0,None,Not Required,None,2025-12-01,832,155564.13,186.93,9.33,11.18,0.0001,0.94758,7,3363.83,1554.68,887.26,0.5707,2025-12-01,Core Partner,Status=Active; risk=Low; volume=155564; txn_growth=9.33; assigned_plan=LAUNCH; recommended_plan=LAUNCH
P000092,Summit Market 0092,Bank Sponsor,SaaS,SMB,Active,US,CO,Denver,West,API,Direct,Low,Approved,Level 3,2023-03-29,West,1,A000092,GROWTH,GROWTH,2023-06-14,,2025-06-13,70.17,0.0602,499.0,0,None,Not Required,None,2025-12-01,5395,420905.25,78.01,6.92,-3.18,0.00095,0.95613,6,4320.88,3777.27,2300.36,0.609,2025-12-01,Core Partner,Status=Active; risk=Low; volume=420905; txn_growth=6.92; assigned_plan=GROWTH; recommended_plan=GROWTH
P000093,RedRock Payments 0093,Financial Institution,Hospitality,Strategic,Active,US,OH,Cleveland,Midwest,API,Direct,Medium,Approved,Level 3,2019-01-09,Midwest,1,A000093,STRATEGIC,STRATEGIC,2024-07-17,,2026-07-17,19.03,0.0321,4999.0,0,None,Not Required,None,2025-12-01,284382,14600755.15,51.34,0.21,10.45,0.00674,0.91171,166,146053.61,41912.9,18621.9,0.4443,2025-12-01,Strategic Growth,Status=Active; risk=Medium; volume=14600755; txn_growth=0.21; assigned_plan=STRATEGIC; recommended_plan=STRATEGIC
P000094,Cedar PayWorks 0094,Merchant Acquirer,Healthcare,SMB,Active,US,IL,Springfield,Midwest,Direct Processor,Direct,Medium,Approved,Level 2,2022-12-13,Midwest,1,A000094,GROWTH,GROWTH,2024-08-01,,2026-08-01,61.92,0.0551,499.0,0,None,Not Required,None,2025-12-01,7942,544452.66,68.55,6.95,0.91,0.00768,0.88692,1,2338.82,4307.86,2044.51,0.4746,2025-12-01,Core Partner,Status=Active; risk=Medium; volume=544453; txn_growth=6.95; assigned_plan=GROWTH; recommended_plan=GROWTH
P000095,BluePeak Merchant Services 0095,Technology Platform,Professional Services,SMB,Suspended,US,OH,Cincinnati,Midwest,SDK,Direct,High,Approved,Level 3,2017-12-01,Midwest,1,A000095,HIGH_RISK,HIGH_RISK,2023-09-29,,2024-09-28,92.56,0.1037,2999.0,1,Legacy plan extension,Expired,Revenue Management,2025-12-01,44,8062.69,180.12,-12.0,-16.16,0.01321,0.87803,1,98.76,3078.19,691.98,0.2248,2025-12-01,Inactive / Monitor,Status=Suspended; risk=High; volume=8063; txn_growth=-12.0; assigned_plan=HIGH_RISK; recommended_plan=HIGH_RISK
