partner_id,partner_name,partner_type,industry_vertical,partner_size,partner_status,country,state,city,region,integration_type,sales_channel,risk_tier,kyc_status,pci_level,onboarding_date,relationship_manager_region,synthetic_record_flag,industry,status
P000151,Silverline Platform 0151,Marketplace,Logistics,SMB,Active,US,UT,Provo,West,Direct Processor,Partner-sourced,Low,Approved,Level 1,2018-12-22,West,1,Logistics,Active
P000152,Keystone Commerce 0152,Financial Institution,Healthcare,Enterprise,Active,US,TX,San Antonio,South,API,Direct,Medium,Approved,Level 4,2020-10-04,South,1,Healthcare,Active
P000153,Sunrise Merchant Services 0153,ISO/Reseller,Logistics,SMB,Pilot,US,CA,Sacramento,West,API,Alliance,Low,Approved,Level 1,2019-11-20,West,1,Logistics,Pilot
P000154,Copper Market 0154,Financial Institution,Fintech,Enterprise,Suspended,US,FL,Tampa,South,SDK,Direct,Low,Pending Review,Level 1,2017-12-22,South,1,Fintech,Suspended
P000155,Brightpath PayWorks 0155,ISO/Reseller,Utilities,SMB,Active,US,MN,Minneapolis,Midwest,API,Direct,Low,Approved,Level 3,2023-06-05,Midwest,1,Utilities,Active
P000156,Summit Merchant Services 0156,Technology Platform,Retail,SMB,Suspended,US,TX,Dallas,South,API,Direct,Low,Approved,Level 2,2020-04-23,South,1,Retail,Suspended
P000157,Harbor Billing 0157,ISO/Reseller,Education,Strategic,Suspended,US,WA,Bellevue,West,SDK,Alliance,Low,Approved,Level 3,2019-10-11,West,1,Education,Suspended
P000158,Harbor Connect 0158,ISO/Reseller,Fintech,SMB,Pilot,US,OH,Columbus,Midwest,Direct Processor,Direct,High,Approved,Level 2,2023-01-08,Midwest,1,Fintech,Pilot
P000159,Clearwater Solutions 0159,Merchant Acquirer,SaaS,Mid-Market,Active,US,TX,Plano,South,API,Referral,Low,Pending Review,Level 1,2021-08-29,South,1,SaaS,Active
P000160,Ironwood Market 0160,Marketplace,Professional Services,SMB,Active,US,CO,Aurora,West,API,Direct,Low,Approved,Level 4,2024-11-08,West,1,Professional Services,Active
P000161,Ironwood Market 0161,Bank Sponsor,Education,SMB,Active,US,NY,New York,Northeast,SFTP,Direct,Low,Approved,Level 4,2021-04-16,Northeast,1,Education,Active
P000162,Granite Platform 0162,Merchant Acquirer,SaaS,Mid-Market,Active,US,NC,Greensboro,South,API,Direct,Low,Approved,Level 4,2022-12-07,South,1,SaaS,Active
P000163,Sunrise Market 0163,Financial Institution,Utilities,Mid-Market,Active,US,NC,Charlotte,South,API,Direct,Medium,Approved,Level 4,2018-09-28,South,1,Utilities,Active
P000164,Sunrise Connect 0164,Technology Platform,SaaS,Mid-Market,Active,US,IL,Chicago,Midwest,Hosted Checkout,Alliance,High,Expired,Level 1,2024-07-15,Midwest,1,SaaS,Active
P000165,Brightpath Market 0165,Merchant Acquirer,Travel,SMB,Active,US,CA,Los Angeles,West,API,Referral,High,Approved,Level 3,2023-06-24,West,1,Travel,Active
P000166,Silverline Merchant Services 0166,ISV,Logistics,Strategic,Active,US,MA,Worcester,Northeast,Hosted Checkout,Direct,Low,Approved,Level 2,2024-08-12,Northeast,1,Logistics,Active
P000167,Granite Processing 0167,Gateway,SaaS,Enterprise,Active,US,TX,Houston,South,Hosted Checkout,Alliance,Low,Approved,Level 2,2019-09-15,South,1,SaaS,Active
P000168,Harbor Market 0168,Financial Institution,Logistics,Mid-Market,Active,US,CA,San Diego,West,API,Direct,High,Approved,Level 2,2024-04-02,West,1,Logistics,Active
P000169,Brightpath PayWorks 0169,Technology Platform,Gaming,SMB,Active,US,AZ,Mesa,West,API,Referral,Medium,Approved,Level 2,2024-07-13,West,1,Gaming,Active
P000170,Keystone PayWorks 0170,ISV,Logistics,SMB,Active,US,GA,Augusta,South,SDK,Direct,Low,Approved,Level 2,2019-04-18,South,1,Logistics,Active
P000171,Summit Billing 0171,Financial Institution,Nonprofit,Mid-Market,Active,US,WA,Spokane,West,Hosted Checkout,Referral,Low,Approved,Level 4,2025-02-07,West,1,Nonprofit,Active
P000172,Brightpath PayWorks 0172,Merchant Acquirer,Nonprofit,Mid-Market,Active,US,AZ,Tucson,West,Direct Processor,Direct,Low,Approved,Level 1,2021-09-07,West,1,Nonprofit,Active
P000173,Maple Processing 0173,Merchant Acquirer,Hospitality,Mid-Market,Active,US,FL,Orlando,South,SDK,Alliance,Medium,Approved,Level 2,2018-11-21,South,1,Hospitality,Active
P000174,Cedar Checkout 0174,Marketplace,Fintech,Enterprise,Active,US,TX,Dallas,South,API,Direct,Low,Approved,Level 1,2024-06-30,South,1,Fintech,Active
P000175,Keystone Processing 0175,Financial Institution,Travel,Mid-Market,Active,US,NC,Raleigh,South,Batch File,Referral,Low,Approved,Level 1,2024-05-24,South,1,Travel,Active
P000176,Ironwood Billing 0176,Merchant Acquirer,Retail,Enterprise,Active,US,CA,Sacramento,West,SFTP,Direct,Low,Approved,Level 1,2019-01-05,West,1,Retail,Active
P000177,Prairie PayWorks 0177,ISV,SaaS,SMB,Active,US,WA,Bellevue,West,API,Direct,Low,Approved,Level 4,2019-07-15,West,1,SaaS,Active
P000178,NorthStar PayWorks 0178,Marketplace,Logistics,Enterprise,Active,US,NY,New York,Northeast,API,Direct,Low,Approved,Level 4,2018-12-03,Northeast,1,Logistics,Active
P000179,Brightpath Processing 0179,Financial Institution,Fintech,Enterprise,Active,US,TN,Knoxville,South,API,Direct,Low,Approved,Level 1,2020-01-16,South,1,Fintech,Active
P000180,Evergreen Commerce 0180,Gateway,Fintech,SMB,Dormant,US,CA,San Jose,West,Batch File,Direct,High,Approved,Level 2,2020-05-10,West,1,Fintech,Dormant
P000181,Skyline Payments 0181,Marketplace,Fintech,SMB,Active,US,NY,Rochester,Northeast,API,Direct,Medium,Approved,Level 4,2018-02-05,Northeast,1,Fintech,Active
P000182,Sunrise Processing 0182,ISO/Reseller,SaaS,Mid-Market,Active,US,CA,San Jose,West,SDK,Direct,High,Approved,Level 4,2019-07-24,West,1,SaaS,Active
P000183,Evergreen PayWorks 0183,ISV,SaaS,SMB,Active,US,TN,Memphis,South,API,Direct,Medium,Approved,Level 2,2024-02-10,South,1,SaaS,Active
P000184,Granite Solutions 0184,Technology Platform,Retail,SMB,Active,US,NJ,Princeton,Northeast,API,Direct,Low,Approved,Level 1,2021-07-30,Northeast,1,Retail,Active
P000185,Prairie Connect 0185,Technology Platform,SaaS,SMB,Active,US,TX,Plano,South,SDK,Direct,Low,Approved,Level 2,2022-11-05,South,1,SaaS,Active
P000186,Prairie PayWorks 0186,ISV,Travel,SMB,Active,US,WA,Bellevue,West,API,Referral,Low,Approved,Level 3,2024-01-05,West,1,Travel,Active
P000187,Keystone PayTech 0187,Technology Platform,Professional Services,Strategic,Pilot,US,MA,Springfield,Northeast,API,Direct,Low,Approved,Level 4,2020-05-15,Northeast,1,Professional Services,Pilot
P000188,Prairie Market 0188,ISO/Reseller,Healthcare,SMB,Active,US,IL,Naperville,Midwest,Direct Processor,Direct,Low,Approved,Level 3,2021-03-21,Midwest,1,Healthcare,Active
P000189,Harbor Processing 0189,Technology Platform,Fintech,Mid-Market,Active,US,IL,Springfield,Midwest,API,Alliance,Low,Approved,Level 1,2020-04-08,Midwest,1,Fintech,Active
P000190,Sunrise Connect 0190,Marketplace,Retail,SMB,Active,US,TX,San Antonio,South,Hosted Checkout,Referral,Low,Approved,Level 3,2022-05-17,South,1,Retail,Active
P000191,Prairie Merchant Services 0191,ISO/Reseller,Hospitality,SMB,Active,US,CA,San Francisco,West,API,Direct,Medium,Approved,Level 3,2024-06-15,West,1,Hospitality,Active
P000192,Summit Financial 0192,ISO/Reseller,SaaS,Mid-Market,Active,US,NV,Las Vegas,West,API,Referral,High,Approved,Level 3,2019-06-29,West,1,SaaS,Active
P000193,NorthStar Processing 0193,Marketplace,Healthcare,SMB,Active,US,NV,Henderson,West,API,Direct,Low,Approved,Level 4,2018-03-05,West,1,Healthcare,Active
P000194,Sunrise PayWorks 0194,Technology Platform,Utilities,SMB,Active,US,NC,Charlotte,South,API,Referral,Low,Approved,Level 1,2024-10-24,South,1,Utilities,Active
P000195,Prairie Solutions 0195,Financial Institution,Retail,Enterprise,Active,US,TX,Austin,South,Direct Processor,Referral,Medium,Approved,Level 2,2018-12-16,South,1,Retail,Active
P000196,Keystone Gateway 0196,Bank Sponsor,Travel,Mid-Market,Active,US,NY,Rochester,Northeast,API,Referral,Low,Approved,Level 2,2022-01-16,Northeast,1,Travel,Active
P000197,Sunrise Commerce 0197,ISV,Government,Enterprise,Pilot,US,CO,Boulder,West,API,Alliance,Low,Approved,Level 2,2019-12-11,West,1,Government,Pilot
P000198,Riverbend Connect 0198,ISV,Nonprofit,SMB,Active,US,NV,Henderson,West,SFTP,Direct,Low,Approved,Level 1,2023-08-15,West,1,Nonprofit,Active
P000199,Maple Merchant Services 0199,ISV,Retail,SMB,Active,US,NV,Las Vegas,West,API,Alliance,Low,Approved,Level 3,2023-01-11,West,1,Retail,Active
P000200,NorthStar Processing 0200,ISO/Reseller,Fintech,SMB,Active,US,PA,Pittsburgh,Northeast,Hosted Checkout,Direct,Low,Approved,Level 2,2018-07-14,Northeast,1,Fintech,Active
P000201,Prairie Financial 0201,Merchant Acquirer,Fintech,Mid-Market,Active,US,NC,Greensboro,South,SDK,Direct,Low,Approved,Level 3,2017-05-14,South,1,Fintech,Active
P000202,Granite Checkout 0202,Financial Institution,Fintech,Enterprise,Active,US,CA,San Diego,West,API,Referral,Low,Approved,Level 3,2021-02-11,West,1,Fintech,Active
P000203,Sunrise Financial 0203,ISO/Reseller,Utilities,SMB,Active,US,CA,San Francisco,West,Direct Processor,Alliance,Medium,Approved,Level 1,2020-11-28,West,1,Utilities,Active
P000204,Silverline Connect 0204,Financial Institution,Travel,Enterprise,Active,US,NV,Las Vegas,West,Batch File,Alliance,High,Approved,Level 4,2018-07-25,West,1,Travel,Active
P000205,Copper Merchant Services 0205,ISO/Reseller,Fintech,Mid-Market,Active,US,GA,Atlanta,South,Batch File,Direct,Low,Expired,Level 3,2018-01-26,South,1,Fintech,Active
P000206,Prairie Billing 0206,Gateway,Utilities,Enterprise,Active,US,AZ,Scottsdale,West,SFTP,Direct,Low,Pending Review,Level 1,2024-08-01,West,1,Utilities,Active
P000207,Skyline Processing 0207,ISO/Reseller,Professional Services,SMB,Active,US,CA,San Jose,West,SFTP,Direct,Medium,Approved,Level 1,2022-06-23,West,1,Professional Services,Active
P000208,Ironwood Checkout 0208,Marketplace,Education,Mid-Market,Active,US,WA,Seattle,West,API,Referral,Low,Approved,Level 2,2019-05-18,West,1,Education,Active
P000209,Summit Merchant Services 0209,Merchant Acquirer,Fintech,Mid-Market,Active,US,AZ,Mesa,West,API,Direct,Low,Approved,Level 4,2022-02-26,West,1,Fintech,Active
P000210,Silverline Checkout 0210,Merchant Acquirer,Retail,Strategic,Active,US,CA,San Diego,West,Batch File,Direct,Low,Approved,Level 2,2020-01-28,West,1,Retail,Active
P000211,Cedar PayWorks 0211,Merchant Acquirer,Logistics,SMB,Active,US,IL,Chicago,Midwest,API,Direct,Low,Approved,Level 2,2018-01-25,Midwest,1,Logistics,Active
P000212,Clearwater Processing 0212,ISO/Reseller,Fintech,Mid-Market,Active,US,WA,Bellevue,West,SDK,Direct,Low,Approved,Level 1,2017-10-18,West,1,Fintech,Active
P000213,Cedar Solutions 0213,Technology Platform,Professional Services,SMB,Pilot,US,WA,Seattle,West,SFTP,Direct,Low,Approved,Level 3,2023-04-27,West,1,Professional Services,Pilot
P000214,Summit PayTech 0214,Merchant Acquirer,Healthcare,Enterprise,Active,US,TX,San Antonio,South,API,Direct,High,Approved,Level 3,2025-06-10,South,1,Healthcare,Active
P000215,Keystone Financial 0215,Bank Sponsor,Professional Services,SMB,Active,US,CO,Colorado Springs,West,Batch File,Direct,Low,Approved,Level 4,2024-09-29,West,1,Professional Services,Active
P000216,Evergreen Commerce 0216,ISV,SaaS,SMB,Active,US,TX,Houston,South,API,Referral,Low,Approved,Level 3,2019-09-15,South,1,SaaS,Active
P000217,Granite Merchant Services 0217,Gateway,Retail,SMB,Pilot,US,TX,Plano,South,Hosted Checkout,Alliance,Low,Approved,Level 4,2018-12-09,South,1,Retail,Pilot
P000218,Copper Billing 0218,Technology Platform,Retail,SMB,Active,US,OH,Columbus,Midwest,Batch File,Direct,Low,Approved,Level 2,2021-08-29,Midwest,1,Retail,Active
P000219,Cedar Financial 0219,ISV,Professional Services,Mid-Market,Active,US,NC,Raleigh,South,Batch File,Direct,Low,Approved,Level 4,2024-11-01,South,1,Professional Services,Active
P000220,Summit Payments 0220,Technology Platform,Retail,Mid-Market,Active,US,MA,Cambridge,Northeast,SDK,Direct,Low,Approved,Level 1,2024-12-09,Northeast,1,Retail,Active
P000221,RedRock PayWorks 0221,Bank Sponsor,Fintech,Enterprise,Active,US,WA,Tacoma,West,SDK,Alliance,Medium,Approved,Level 1,2018-04-29,West,1,Fintech,Active
P000222,Brightpath PayTech 0222,ISV,Retail,Mid-Market,Active,US,GA,Alpharetta,South,API,Direct,Low,Approved,Level 3,2021-02-15,South,1,Retail,Active
P000223,Skyline Platform 0223,Marketplace,Retail,Enterprise,Active,US,CA,Sacramento,West,API,Direct,Low,Pending Review,Level 4,2018-09-07,West,1,Retail,Active
P000224,RedRock Checkout 0224,ISO/Reseller,Logistics,Enterprise,Active,US,NY,New York,Northeast,SFTP,Referral,Low,Approved,Level 1,2017-11-16,Northeast,1,Logistics,Active
P000225,Oakstone Commerce 0225,ISV,Hospitality,Strategic,Active,US,TX,Austin,South,SDK,Referral,High,Approved,Level 2,2023-03-16,South,1,Hospitality,Active
P000226,Harbor PayWorks 0226,ISO/Reseller,Professional Services,Mid-Market,Active,US,TX,Houston,South,SDK,Alliance,Low,Approved,Level 2,2023-02-17,South,1,Professional Services,Active
P000227,Evergreen Checkout 0227,Gateway,Retail,Mid-Market,Active,US,MI,Detroit,Midwest,API,Alliance,Medium,Approved,Level 1,2025-04-12,Midwest,1,Retail,Active
P000228,Prairie Checkout 0228,Bank Sponsor,Nonprofit,Strategic,Active,US,NY,Syracuse,Northeast,API,Direct,High,Approved,Level 4,2022-10-30,Northeast,1,Nonprofit,Active
P000229,Ironwood Merchant Services 0229,Bank Sponsor,Retail,SMB,Active,US,NV,Reno,West,Batch File,Direct,Low,Approved,Level 2,2018-06-20,West,1,Retail,Active
P000230,Clearwater Billing 0230,Gateway,Nonprofit,Enterprise,Active,US,NC,Durham,South,Direct Processor,Direct,Low,Approved,Level 1,2023-07-23,South,1,Nonprofit,Active
P000231,Summit Commerce 0231,ISO/Reseller,Nonprofit,Mid-Market,Active,US,PA,Allentown,Northeast,API,Alliance,High,Approved,Level 2,2018-10-08,Northeast,1,Nonprofit,Active
P000232,RedRock Checkout 0232,Technology Platform,Hospitality,SMB,Active,US,FL,Fort Lauderdale,South,SFTP,Direct,Low,Approved,Level 2,2018-12-14,South,1,Hospitality,Active
P000233,Prairie PayTech 0233,ISO/Reseller,Fintech,SMB,Active,US,GA,Alpharetta,South,API,Alliance,Low,Approved,Level 2,2019-03-23,South,1,Fintech,Active
P000234,Clearwater Commerce 0234,ISO/Reseller,Travel,Enterprise,Suspended,US,FL,Miami,South,Hosted Checkout,Direct,Low,Approved,Level 4,2020-09-20,South,1,Travel,Suspended
P000235,Silverline Financial 0235,Technology Platform,Fintech,Enterprise,Active,US,CA,Los Angeles,West,API,Direct,Low,Approved,Level 1,2020-02-21,West,1,Fintech,Active
P000236,Copper Gateway 0236,Marketplace,Fintech,Enterprise,Active,US,CO,Boulder,West,Hosted Checkout,Partner-sourced,Low,Approved,Level 3,2024-01-28,West,1,Fintech,Active
P000237,Evergreen Financial 0237,Bank Sponsor,Hospitality,SMB,Suspended,US,TX,Austin,South,Hosted Checkout,Direct,Low,Approved,Level 3,2019-01-07,South,1,Hospitality,Suspended
P000238,Silverline Commerce 0238,Gateway,Hospitality,SMB,Active,US,AZ,Phoenix,West,Direct Processor,Alliance,High,Approved,Level 2,2019-10-13,West,1,Hospitality,Active
P000239,Silverline PayTech 0239,Financial Institution,Utilities,Mid-Market,Dormant,US,NC,Charlotte,South,Direct Processor,Referral,High,Approved,Level 4,2019-08-27,South,1,Utilities,Dormant
P000240,Maple Solutions 0240,Gateway,Retail,Mid-Market,Active,US,CA,San Jose,West,API,Direct,High,Approved,Level 1,2020-06-19,West,1,Retail,Active
P000241,Oakstone Payments 0241,ISV,Healthcare,Mid-Market,Active,US,TN,Nashville,South,SDK,Direct,Low,Expired,Level 3,2017-03-31,South,1,Healthcare,Active
P000242,Summit Market 0242,Financial Institution,Hospitality,Enterprise,Dormant,US,VA,Richmond,South,Hosted Checkout,Direct,High,Approved,Level 4,2020-05-21,South,1,Hospitality,Dormant
P000243,Keystone Billing 0243,Gateway,Hospitality,Strategic,Dormant,US,UT,Ogden,West,SFTP,Direct,Medium,Approved,Level 3,2021-01-01,West,1,Hospitality,Dormant
P000244,Brightpath Payments 0244,Merchant Acquirer,Gaming,SMB,Active,US,NY,Buffalo,Northeast,Batch File,Referral,Low,Approved,Level 4,2019-01-16,Northeast,1,Gaming,Active
P000245,Cedar Checkout 0245,ISV,Fintech,Strategic,Active,US,AZ,Tempe,West,API,Alliance,Low,Approved,Level 3,2024-12-13,West,1,Fintech,Active
P000246,Evergreen Processing 0246,Merchant Acquirer,Travel,SMB,Active,US,TN,Memphis,South,API,Direct,Low,Approved,Level 1,2025-03-20,South,1,Travel,Active
P000247,Prairie PayTech 0247,ISO/Reseller,Professional Services,Mid-Market,Pilot,US,NY,Rochester,Northeast,Batch File,Direct,Low,Approved,Level 4,2022-01-23,Northeast,1,Professional Services,Pilot
P000248,Cedar Market 0248,Technology Platform,Travel,SMB,Active,US,MI,Grand Rapids,Midwest,SDK,Partner-sourced,Medium,Pending Review,Level 4,2023-08-31,Midwest,1,Travel,Active
P000249,Granite PayWorks 0249,Technology Platform,Utilities,SMB,Active,US,MI,Ann Arbor,Midwest,API,Referral,Medium,Approved,Level 3,2025-03-09,Midwest,1,Utilities,Active
P000250,Keystone Processing 0250,ISV,Retail,Mid-Market,Active,US,MA,Worcester,Northeast,API,Direct,Medium,Approved,Level 1,2019-03-29,Northeast,1,Retail,Active
P000251,Granite Platform 0251,Bank Sponsor,Education,SMB,Suspended,US,TX,Houston,South,API,Direct,Medium,Approved,Level 2,2019-01-28,South,1,Education,Suspended
P000252,Summit Commerce 0252,Merchant Acquirer,Travel,Mid-Market,Active,US,NY,Buffalo,Northeast,SDK,Direct,Medium,Approved,Level 3,2024-06-29,Northeast,1,Travel,Active
P000253,Prairie Processing 0253,ISO/Reseller,Hospitality,Enterprise,Pilot,US,MA,Cambridge,Northeast,Hosted Checkout,Direct,Low,Approved,Level 4,2020-05-09,Northeast,1,Hospitality,Pilot
P000254,Silverline PayTech 0254,ISO/Reseller,Logistics,Enterprise,Active,US,TX,Austin,South,SDK,Alliance,Medium,Approved,Level 1,2019-05-18,South,1,Logistics,Active
P000255,Cedar Commerce 0255,Technology Platform,SaaS,SMB,Active,US,CA,San Francisco,West,SDK,Referral,Medium,Approved,Level 3,2021-05-09,West,1,SaaS,Active
P000256,Clearwater PayTech 0256,ISO/Reseller,Logistics,SMB,Active,US,IL,Springfield,Midwest,API,Referral,Medium,Approved,Level 3,2023-05-10,Midwest,1,Logistics,Active
P000257,Evergreen Merchant Services 0257,Gateway,Fintech,SMB,Active,US,TN,Nashville,South,Hosted Checkout,Referral,Low,Approved,Level 2,2022-06-12,South,1,Fintech,Active
P000258,Maple Financial 0258,ISV,Healthcare,Mid-Market,Suspended,US,WA,Bellevue,West,API,Direct,Medium,Approved,Level 4,2021-03-06,West,1,Healthcare,Suspended
P000259,Oakstone Financial 0259,ISV,Hospitality,Enterprise,Active,US,GA,Augusta,South,SDK,Direct,Medium,Expired,Level 3,2025-03-05,South,1,Hospitality,Active
P000260,Silverline Commerce 0260,Merchant Acquirer,Logistics,Mid-Market,Active,US,CA,San Diego,West,API,Alliance,Low,Approved,Level 2,2020-06-28,West,1,Logistics,Active
P000261,Skyline Checkout 0261,ISV,Logistics,SMB,Active,US,NC,Charlotte,South,API,Referral,Low,Approved,Level 3,2022-03-17,South,1,Logistics,Active
P000262,Skyline PayTech 0262,Marketplace,Travel,Mid-Market,Active,US,MN,Minneapolis,Midwest,Batch File,Alliance,Medium,Expired,Level 3,2019-11-26,Midwest,1,Travel,Active
P000263,Ironwood Solutions 0263,Technology Platform,Retail,Enterprise,Active,US,CA,San Jose,West,API,Alliance,Medium,Approved,Level 4,2017-03-24,West,1,Retail,Active
P000264,RedRock Platform 0264,ISO/Reseller,Retail,SMB,Active,US,IL,Chicago,Midwest,Direct Processor,Alliance,Medium,Approved,Level 2,2021-03-23,Midwest,1,Retail,Active
P000265,Skyline Solutions 0265,ISO/Reseller,SaaS,Enterprise,Active,US,NJ,Jersey City,Northeast,Batch File,Referral,Low,Approved,Level 2,2024-04-05,Northeast,1,SaaS,Active
P000266,Riverbend Gateway 0266,ISO/Reseller,Professional Services,SMB,Active,US,OH,Columbus,Midwest,Direct Processor,Referral,Low,Approved,Level 2,2018-09-07,Midwest,1,Professional Services,Active
P000267,Riverbend Financial 0267,Financial Institution,Hospitality,Mid-Market,Active,US,WA,Seattle,West,Batch File,Direct,Medium,Approved,Level 3,2021-09-11,West,1,Hospitality,Active
P000268,Riverbend Checkout 0268,Merchant Acquirer,Gaming,Mid-Market,Dormant,US,CO,Boulder,West,Hosted Checkout,Alliance,High,Approved,Level 4,2018-11-28,West,1,Gaming,Dormant
